filepath,testclass,testname,assertion_type,line_number,assert_string
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testVariableHyperParams,assert_allclose,168,"self.assertAllClose([[0.4455, 1.4455], [2.6673, 3.6673]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/momentum_test.py,MomentumTest,testHyperParamDTypeConversion,assert_allclose,180,"self.assertAllClose([[0.5, 1.5], [2.7, 3.7]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/rmsprop_test.py,RMSPropTest,testDense,assert_allclose,68,"self.assertAllClose([[0.683772, 1.683772], [2.683772, 3.683772]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/rmsprop_test.py,RMSPropTest,testDense,assert_allclose,72,"self.assertAllClose([[0.454357, 1.454357], [2.454357, 3.454357]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/rmsprop_test.py,RMSPropTest,testDense,assert_allclose,76,"self.assertAllClose([[0.262262, 1.262262], [2.262262, 3.262262]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/rmsprop_test.py,RMSPropTest,testDenseCentered,assert_allclose,85,"self.assertAllClose([[0.666667, 1.666667], [2.666667, 3.666667]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/rmsprop_test.py,RMSPropTest,testDenseCentered,assert_allclose,89,"self.assertAllClose([[0.41176, 1.41176], [2.41176, 3.41176]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/rmsprop_test.py,RMSPropTest,testDenseCentered,assert_allclose,93,"self.assertAllClose([[0.186776, 1.186776], [2.186776, 3.186776]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/rmsprop_test.py,RMSPropTest,testSparse,assert_allclose,113,"self.assertAllClose([[-8.486831], [2.0]], parameters[0].numpy(), rtol=0.0001)"
sonnet/sonnet/src/optimizers/rmsprop_test.py,RMSPropTest,testSparse,assert_allclose,114,"self.assertAllClose([[3.0], [-5.486784]], parameters[1].numpy(), rtol=0.0001)"
sonnet/sonnet/src/optimizers/rmsprop_test.py,RMSPropTest,testSparse,assert_allclose,117,"self.assertAllClose([[-15.369301], [2.0]], parameters[0].numpy(), rtol=0.0001)"
sonnet/sonnet/src/optimizers/rmsprop_test.py,RMSPropTest,testSparse,assert_allclose,118,"self.assertAllClose([[3.0], [-12.369237]], parameters[1].numpy(), rtol=0.0001)"
sonnet/sonnet/src/optimizers/rmsprop_test.py,RMSPropTest,testSparse,assert_allclose,121,"self.assertAllClose([[-21.132141], [2.0]], parameters[0].numpy(), rtol=0.0001)"
sonnet/sonnet/src/optimizers/rmsprop_test.py,RMSPropTest,testSparse,assert_allclose,122,"self.assertAllClose([[3.0], [-18.132067]], parameters[1].numpy(), rtol=0.0001)"
sonnet/sonnet/src/optimizers/rmsprop_test.py,RMSPropTest,testSparseCentered,assert_allclose,141,"self.assertAllClose([[-8.999999], [2.0]], parameters[0].numpy(), rtol=0.0001)"
sonnet/sonnet/src/optimizers/rmsprop_test.py,RMSPropTest,testSparseCentered,assert_allclose,142,"self.assertAllClose([[3.0], [-5.999944]], parameters[1].numpy(), rtol=0.0001)"
sonnet/sonnet/src/optimizers/rmsprop_test.py,RMSPropTest,testSparseCentered,assert_allclose,145,"self.assertAllClose([[-16.64719], [2.0]], parameters[0].numpy(), rtol=0.0001)"
sonnet/sonnet/src/optimizers/rmsprop_test.py,RMSPropTest,testSparseCentered,assert_allclose,146,"self.assertAllClose([[3.0], [-13.647109]], parameters[1].numpy(), rtol=0.0001)"
sonnet/sonnet/src/optimizers/rmsprop_test.py,RMSPropTest,testSparseCentered,assert_allclose,149,"self.assertAllClose([[-23.396709], [2.0]], parameters[0].numpy(), rtol=0.0001)"
sonnet/sonnet/src/optimizers/rmsprop_test.py,RMSPropTest,testSparseCentered,assert_allclose,150,"self.assertAllClose([[3.0], [-20.39661]], parameters[1].numpy(), rtol=0.0001)"
sonnet/sonnet/src/optimizers/rmsprop_test.py,RMSPropTest,testVariableHyperParams,assert_allclose,158,"self.assertAllClose([[0.683772, 1.683772], [2.683772, 3.683772]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/rmsprop_test.py,RMSPropTest,testVariableHyperParams,assert_almost_equal,161,"self.assertAlmostEqual(0.01, optimizer.learning_rate.numpy())"
sonnet/sonnet/src/optimizers/rmsprop_test.py,RMSPropTest,testVariableHyperParams,assert_allclose,163,"self.assertAllClose([[0.660831, 1.660831], [2.660831, 3.660831]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/rmsprop_test.py,RMSPropTest,testHyperParamDTypeConversion,assert_allclose,183,"self.assertAllClose([[0.683772, 1.683772], [2.683772, 3.683772]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/sgd_test.py,SGDTest,testDense,assert_allclose,34,"self.assertAllClose([[-14.0, -13.0], [-6.0, -5.0]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/sgd_test.py,SGDTest,testSparse,assert_allclose,52,"self.assertAllClose([[1.0 - 3.0 * 0.1], [2.0]], parameters[0].numpy())"
sonnet/sonnet/src/optimizers/sgd_test.py,SGDTest,testSparse,assert_allclose,53,"self.assertAllClose([[3.0], [4.0 - 3.0 * 0.01]], parameters[1].numpy())"
sonnet/sonnet/src/optimizers/sgd_test.py,SGDTest,testVariableLearningRate,assert_allclose,61,"self.assertAllClose([[-14.0, -13.0], [-6.0, -5.0]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/sgd_test.py,SGDTest,testVariableLearningRate,assert_allclose,66,"self.assertAllClose([[-24.0, -23.0], [-12.0, -11.0]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/optimizers/sgd_test.py,SGDTest,testLearningRateDTypeConversion,assert_allclose,76,"self.assertAllClose([[-14.0, -13.0], [-6.0, -5.0]], [x.numpy() for x in parameters])"
sonnet/sonnet/src/nets/vqvae_test.py,VqvaeTest,testConstruct,assert_allclose,68,"self.assertAllClose(distances, vq_output_np['distances'], atol=0.04)"
sonnet/sonnet/src/nets/vqvae_test.py,VqvaeTest,testConstruct,assert_less_equal,72,"self.assertLessEqual(num_differences_in_encodings, num_differences_allowed)"
sonnet/sonnet/src/nets/vqvae_test.py,VqvaeTest,testEmaUpdating,assert_false,137,self.assertFalse((prev_embeddings == current_embeddings).all())
sonnet/sonnet/src/nets/vqvae_test.py,VqvaeTest,testEmaUpdating,assert_true,145,self.assertTrue((current_embeddings == prev_embeddings).all())
sonnet/sonnet/src/nets/vqvae_test.py,VqvaeTest,testEmbeddingsNotTrainable,assert_false,152,self.assertFalse(model.embeddings.trainable)
sonnet/sonnet/src/nets/dnc/read_test.py,ReadTest,testValues,assert_allclose,50,"self.assertAllClose(mem.numpy()[0, indices, :], read_values.numpy()[0, ...], atol=0.002)"
sonnet/sonnet/src/nets/dnc/write_test.py,EraseRowsTest,testValues,assert_allclose,64,"self.assertAllClose(erased_mem_np[0, indices_np, :], np.zeros((num_writes, word_size)), atol=0.002)"
sonnet/sonnet/src/nets/dnc/write_test.py,EraseRowsTest,testValues,assert_allclose,70,"self.assertAllClose(erased_mem_np[0, excluded_indices_np, :], mem_np[0, excluded_indices_np, :], atol=0.002)"
sonnet/sonnet/src/nets/dnc/write_test.py,EraseTest,testShape,assert_true,91,"self.assertTrue(writer.shape.as_list(), [batch_size, memory_size, word_size])"
sonnet/sonnet/src/nets/dnc/write_test.py,EraseTest,testValues,assert_allclose,117,"self.assertAllClose(erased_mem_np[0, indices, :], np.zeros((num_writes, word_size)), atol=0.002)"
sonnet/sonnet/src/nets/dnc/write_test.py,EraseTest,testValues,assert_allclose,123,"self.assertAllClose(erased_mem_np[0, excluded_indices, :], mem_np[0, excluded_indices, :], atol=0.002)"
sonnet/sonnet/src/nets/dnc/write_test.py,EraseAndWriteTest,testShape,assert_true,145,"self.assertTrue(writer.shape.as_list(), [batch_size, memory_size, word_size])"
sonnet/sonnet/src/nets/dnc/write_test.py,EraseAndWriteTest,testValues,assert_allclose,169,"self.assertAllClose(written_mem.numpy()[0, indices, :], write_values.numpy()[0], atol=0.002)"
sonnet/sonnet/src/nets/dnc/write_test.py,AdditiveWriteTest,testValues,assert_allclose,211,"self.assertAllClose(written_mem.numpy()[0, indices, :], write_values_np[0] + mem_np[0, indices, :], atol=0.002)"
sonnet/sonnet/src/nets/dnc/write_test.py,AdditiveWriteTest,testValues,assert_allclose,218,"self.assertAllClose(written_mem_copy, mem_np, atol=0.002)"
sonnet/sonnet/src/nets/dnc/write_test.py,AdditiveWriteTest,testValues,assert_allclose,220,"self.assertAllClose(not_written_mem_np, mem_np, atol=0.002)"
sonnet/sonnet/src/nets/dnc/control_test.py,FeedForwardTest,testValues,assert_allclose,74,"self.assertAllClose(output.numpy(), expected_output, atol=0.01)"
sonnet/sonnet/src/nets/dnc/control_test.py,FeedForwardTest,testValues,assert_allclose,76,"self.assertAllClose(prev_state.numpy(), next_state.numpy(), atol=0.005)"
sonnet/sonnet/src/nets/dnc/util_test.py,LinearTest,testLinearOutputOneModule,assert_allclose,126,"self.assertAllClose(expected_output, output.numpy(), atol=self.get_atol())"
sonnet/sonnet/src/nets/dnc/util_test.py,LinearTest,testLinearOutputTwoModules,assert_allclose,142,"self.assertAllClose(expected_output, output.numpy(), atol=self.get_atol())"
sonnet/sonnet/src/distribute/replicator_test.py,ReplicatorTest,test_variable_trainable_default,assert_true,92,self.assertTrue(v.trainable)
sonnet/sonnet/src/distribute/distributed_batch_norm_test.py,CrossReplicaBatchNormTest,foo,assert_allclose,78,"self.assertAllClose(out, expected_out)"
sonnet/sonnet/src/distribute/distributed_batch_norm_test.py,CrossReplicaBatchNormTest,compute,assert_allclose,116,"self.assertAllClose(out, expected_out)"
sonnet/sonnet/src/functional/optimizers_test.py,OptimizersTest,test_sgd,assert_allclose,41,"self.assertAllClose(p.numpy(), 1.0 - 0.01 * 1)"
sonnet/sonnet/src/functional/jax_test.py,JaxTest,test_jit_copies_to_device,assert_true,33,self.assertTrue(x.device.endswith('CPU:0'))
sonnet/sonnet/src/functional/jax_test.py,JaxTest,test_jit_copies_to_device,assert_true,37,"self.assertTrue(y.device, device)"
sonnet/sonnet/src/functional/jax_test.py,JaxTest,test_device_put,assert_true,49,self.assertTrue(y.device.endswith(device))
sonnet/sonnet/src/functional/jax_test.py,GradTest,test_grad,assert_allclose,58,"self.assertAllClose(g(x).numpy(), (2 * x).numpy())"
sonnet/sonnet/src/functional/jax_test.py,GradTest,test_argnums,assert_allclose,66,"self.assertAllClose(gx.numpy(), (2 * x).numpy())"
sonnet/sonnet/src/functional/jax_test.py,GradTest,test_argnums,assert_allclose,67,"self.assertAllClose(gy.numpy(), (2 * y).numpy(), rtol=0.001)"
sonnet/sonnet/src/functional/jax_test.py,GradTest,test_has_aux,assert_allclose,74,"self.assertAllClose(gx.numpy(), (2 * x).numpy())"
sonnet/sonnet/src/functional/haiku_test.py,TensorVariableTest,test_trainable,assert_true,40,self.assertTrue(v.trainable)
sonnet/sonnet/src/functional/haiku_test.py,NetworkTest,test_state_ema,assert_allclose,232,"self.assertAllClose(y.numpy(), 3.0)"
sonnet/sonnet/src/functional/haiku_test.py,NetworkTest,test_state_ema,assert_allclose,234,"self.assertAllClose(y.numpy(), 5.0)"
sonnet/sonnet/src/conformance/build_test.py,BuildTest,assertCompatible,assert_true,45,self.assertTrue(a.shape.is_compatible_with(b.shape))
sonnet/sonnet/src/conformance/keras_test.py,KerasTest,test_layer_with_model,assert_true,102,"self.assertTrue(output_shape.is_compatible_with([None, 1]))"
sonnet/sonnet/src/conformance/checkpoint_test.py,GoldenCheckpointsTest,test_save_load,assert_allclose,92,"self.assertAllClose(variable.read_value(), goldens.range_like(variable), msg=variable.name)"
sonnet/sonnet/src/conformance/checkpoint_test.py,GoldenCheckpointsTest,test_save_then_load_new_instance,assert_allclose,121,"self.assertAllClose(variable.read_value(), goldens.range_like(variable), msg=variable.name)"
sonnet/sonnet/src/conformance/checkpoint_test.py,ReplicatorCheckpointTest,forward,assert_allclose,371,"self.assertAllClose(normal.read_value(), distributed.read_value(), msg=normal.name)"
sonnet/sonnet/src/conformance/api_test.py,PublicSymbolsTest,test_src_not_exported,assert_false,27,"self.assertFalse(hasattr(snt, 'src'))"
sonnet/sonnet/src/conformance/api_test.py,PublicSymbolsTest,test_supports_reload,assert_false,33,"self.assertFalse(hasattr(mysnt, 'src'))"
